x1,date,monitors,transect_name,vp_axis,site,transect_length,num_quad,transect_distance,transect_side,vp_zone,quadrat_notes,percent_cover,psoc,cover_category,habitat,year
12627,2023-06-20,CWS,VP-03,major,ncos,55,28,26,Right,bottom,NA,35,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
12629,2023-06-20,CWS,VP-03,major,ncos,55,28,26,Right,bottom,NA,1,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
46147,2023-06-20,CWS,VP-03,major,ncos,55,28,26,Right,bottom,NA,6,Euphorbia_serpens,NON-NATIVE COVER,Vernal Pool,2023
46146,2023-06-20,CWS,VP-03,major,ncos,55,28,26,Right,bottom,NA,3,Helminthotheca_echioides,NON-NATIVE COVER,Vernal Pool,2023
81955,2023-06-20,CWS,VP-03,major,ncos,55,28,26,Right,bottom,NA,10,Natural Thatch,THATCH,Vernal Pool,2023
12630,2023-06-20,CWS,VP-03,major,ncos,55,28,26,Right,bottom,NA,1,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
12628,2023-06-20,CWS,VP-03,major,ncos,55,28,26,Right,bottom,NA,25,Symphyotrichum_subulatum,NATIVE COVER,Vernal Pool,2023
3856,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,20,Bare Ground,BARE GROUND,Vernal Pool,2023
31328,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,6,Centromadia_parryi_australis,NATIVE COVER,Vernal Pool,2023
31329,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,5,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
31330,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,25,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
64978,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,3,Lythrum_hyssopifolia,NON-NATIVE COVER,Vernal Pool,2023
81929,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,7,Natural Thatch,THATCH,Vernal Pool,2023
64979,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,4,Phalaris_aquatica,NON-NATIVE COVER,Vernal Pool,2023
31331,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,1,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
31327,2023-06-20,CWS,VP-03,major,ncos,55,28,28,Left,bottom,NA,30,Symphyotrichum_chilense,NATIVE COVER,Vernal Pool,2023
3820,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,30,Bare Ground,BARE GROUND,Vernal Pool,2023
65696,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,15,Brachypodium_distachyon,NON-NATIVE COVER,Vernal Pool,2023
65695,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,20,Bromus_hordeaceus,NON-NATIVE COVER,Vernal Pool,2023
65700,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,3,Geranium_dissectum,NON-NATIVE COVER,Vernal Pool,2023
65698,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,5,Helminthotheca_echioides,NON-NATIVE COVER,Vernal Pool,2023
65701,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,1,Hypochaeris_glabra,NON-NATIVE COVER,Vernal Pool,2023
65699,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,5,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
65697,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,10,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81893,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,10,Natural Thatch,THATCH,Vernal Pool,2023
32199,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,2,Sisyrinchium_bellum,NATIVE COVER,Vernal Pool,2023
32198,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,0,Left,edge,NA,5,Stipa_pulchra,NATIVE COVER,Vernal Pool,2023
33617,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,15,Baccharis_pilularis,NATIVE COVER,Vernal Pool,2023
3821,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,30,Bare Ground,BARE GROUND,Vernal Pool,2023
67163,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,15,Brachypodium_distachyon,NON-NATIVE COVER,Vernal Pool,2023
33613,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,12,Brickellia_Californica,NATIVE COVER,Vernal Pool,2023
67162,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,5,Bromus_hordeaceus,NON-NATIVE COVER,Vernal Pool,2023
33614,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,5,Epilobium_brachycarpum,NATIVE COVER,Vernal Pool,2023
33615,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,2,Grindelia_camporum,NATIVE COVER,Vernal Pool,2023
67165,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,3,Helminthotheca_echioides,NON-NATIVE COVER,Vernal Pool,2023
33618,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,1,Heterotheca_grandiflora,NATIVE COVER,Vernal Pool,2023
67166,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,3,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
67164,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,10,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81894,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,5,Natural Thatch,THATCH,Vernal Pool,2023
33616,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,2,Right,edge,NA,8,Sisyrinchium_bellum,NATIVE COVER,Vernal Pool,2023
3822,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,5,Bare Ground,BARE GROUND,Vernal Pool,2023
54098,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,10,Brachypodium_distachyon,NON-NATIVE COVER,Vernal Pool,2023
20745,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,5,Epilobium_brachycarpum,NATIVE COVER,Vernal Pool,2023
20744,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,10,Grindelia_camporum,NATIVE COVER,Vernal Pool,2023
54097,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,5,Helminthotheca_echioides,NON-NATIVE COVER,Vernal Pool,2023
54100,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,5,Hypochaeris_glabra,NON-NATIVE COVER,Vernal Pool,2023
54099,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,20,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
54096,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,60,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81895,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,5,Natural Thatch,THATCH,Vernal Pool,2023
54101,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,4,Left,transition,NA,2,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
3823,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,20,Bare Ground,BARE GROUND,Vernal Pool,2023
47372,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,8,Brachypodium_distachyon,NON-NATIVE COVER,Vernal Pool,2023
13964,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,5,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
13961,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,12,Epilobium_brachycarpum,NATIVE COVER,Vernal Pool,2023
13962,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,3,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
47375,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,2,Geranium_dissectum,NON-NATIVE COVER,Vernal Pool,2023
13960,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,7,Grindelia_camporum,NATIVE COVER,Vernal Pool,2023
47374,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,1,Lysimachia_arvensis,NON-NATIVE COVER,Vernal Pool,2023
47371,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,20,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
47370,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,20,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81896,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,5,Natural Thatch,THATCH,Vernal Pool,2023
47373,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,4,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
13963,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,6,Right,transition,NA,5,Sisyrinchium_bellum,NATIVE COVER,Vernal Pool,2023
3825,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,5,Bare Ground,BARE GROUND,Vernal Pool,2023
29188,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,15,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
29187,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,5,Epilobium_brachycarpum,NATIVE COVER,Vernal Pool,2023
29186,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,5,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
62664,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,5,Medicago_lupulina,NON-NATIVE COVER,Vernal Pool,2023
62666,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,5,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
62663,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,80,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81898,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,5,Natural Thatch,THATCH,Vernal Pool,2023
62667,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,1,Plantago_lanceolata,NON-NATIVE COVER,Vernal Pool,2023
62665,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,8,Left,transition,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
3827,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,10,Right,transition,NA,0,Bare Ground,BARE GROUND,Vernal Pool,2023
29366,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,10,Right,transition,NA,70,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
62837,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,10,Right,transition,NA,2,Lythrum_hyssopifolia,NON-NATIVE COVER,Vernal Pool,2023
81900,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,10,Right,transition,NA,5,Natural Thatch,THATCH,Vernal Pool,2023
62836,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,10,Right,transition,NA,30,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
29365,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,10,Right,transition,NA,20,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
3829,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,12,Left,bottom,NA,25,Bare Ground,BARE GROUND,Vernal Pool,2023
26558,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,12,Left,bottom,NA,5,Eleocharis_acicularis,NATIVE COVER,Vernal Pool,2023
26559,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,12,Left,bottom,NA,75,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81902,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,12,Left,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
60063,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,12,Left,bottom,NA,10,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
26560,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,12,Left,bottom,NA,5,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
3831,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,14,Right,bottom,NA,40,Bare Ground,BARE GROUND,Vernal Pool,2023
32415,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,14,Right,bottom,NA,60,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81904,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,14,Right,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
3833,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,16,Left,bottom,NA,40,Bare Ground,BARE GROUND,Vernal Pool,2023
32381,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,16,Left,bottom,NA,60,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81906,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,16,Left,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
3834,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,18,Right,bottom,NA,25,Bare Ground,BARE GROUND,Vernal Pool,2023
26782,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,18,Right,bottom,NA,75,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81907,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,18,Right,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
3836,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,20,Left,bottom,NA,24,Bare Ground,BARE GROUND,Vernal Pool,2023
23737,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,20,Left,bottom,NA,75,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
23738,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,20,Left,bottom,NA,1,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
81909,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,20,Left,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
69823,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,22,Right,bottom,NA,1,Atriplex_prostrata,NON-NATIVE COVER,Vernal Pool,2023
3839,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,22,Right,bottom,NA,80,Bare Ground,BARE GROUND,Vernal Pool,2023
69822,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,22,Right,bottom,NA,4,Crypsis_schoenoides,NON-NATIVE COVER,Vernal Pool,2023
36288,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,22,Right,bottom,NA,15,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81912,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,22,Right,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
3841,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,24,Left,bottom,NA,35,Bare Ground,BARE GROUND,Vernal Pool,2023
76184,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,24,Left,bottom,NA,45,Crypsis_schoenoides,NON-NATIVE COVER,Vernal Pool,2023
42622,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,24,Left,bottom,NA,20,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81914,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,24,Left,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
42621,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,24,Left,bottom,NA,1,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
3843,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,26,Right,bottom,NA,90,Bare Ground,BARE GROUND,Vernal Pool,2023
50082,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,26,Right,bottom,NA,10,Crypsis_schoenoides,NON-NATIVE COVER,Vernal Pool,2023
81916,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,26,Right,bottom,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
3845,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,28,Left,NA,NA,60,Bare Ground,BARE GROUND,Vernal Pool,2023
67819,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,28,Left,NA,NA,20,Crypsis_schoenoides,NON-NATIVE COVER,Vernal Pool,2023
34298,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,28,Left,NA,NA,20,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81918,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,28,Left,NA,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
34297,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,28,Left,NA,NA,1,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
3846,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,30,Right,transition,NA,20,Bare Ground,BARE GROUND,Vernal Pool,2023
77581,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,30,Right,transition,NA,2,Crypsis_schoenoides,NON-NATIVE COVER,Vernal Pool,2023
43999,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,30,Right,transition,NA,80,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
81919,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,30,Right,transition,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
3848,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,32,Left,transition,NA,10,Bare Ground,BARE GROUND,Vernal Pool,2023
18751,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,32,Left,transition,NA,80,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
18750,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,32,Left,transition,NA,1,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
81921,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,32,Left,transition,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
18749,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,32,Left,transition,NA,10,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
3850,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,34,Right,transition,NA,15,Bare Ground,BARE GROUND,Vernal Pool,2023
61420,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,34,Right,transition,NA,2,Crypsis_schoenoides,NON-NATIVE COVER,Vernal Pool,2023
27952,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,34,Right,transition,NA,10,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
27951,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,34,Right,transition,NA,1,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
81923,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,34,Right,transition,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
61419,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,34,Right,transition,NA,3,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
27953,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,34,Right,transition,NA,70,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
3852,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,25,Bare Ground,BARE GROUND,Vernal Pool,2023
30949,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,1,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
64567,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,1,Festuca_perennis,NON-NATIVE COVER,Vernal Pool,2023
64569,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,2,Lythrum_hyssopifolia,NON-NATIVE COVER,Vernal Pool,2023
81925,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
64568,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,3,Plantago_coronopus,NON-NATIVE COVER,Vernal Pool,2023
64566,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,26,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
30946,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,40,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
30947,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,1,Spergularia_marina,NATIVE COVER,Vernal Pool,2023
30948,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,36,Right,edge,NA,1,Symphyotrichum_subulatum,NATIVE COVER,Vernal Pool,2023
3854,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,20,Bare Ground,BARE GROUND,Vernal Pool,2023
30167,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,2,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
63746,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,5,Festuca_perennis,NON-NATIVE COVER,Vernal Pool,2023
63747,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,2,Helminthotheca_echioides,NON-NATIVE COVER,Vernal Pool,2023
63748,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,2,Hypochaeris_glabra,NON-NATIVE COVER,Vernal Pool,2023
63745,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,10,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
63744,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,25,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81927,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,0,Natural Thatch,THATCH,Vernal Pool,2023
63743,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,10,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
30166,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,5,Psilocarphus_brevissimus,NATIVE COVER,Vernal Pool,2023
95469,2023-06-20,Jeremiah B,VP-04,major,ncos,39,20,38,Right,edge,NA,20,erosion_control,OTHER COVER,Vernal Pool,2023
67980,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,edge,NA,1,Avena_barbata,NON-NATIVE COVER,Vernal Pool,2023
3800,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,37,Bare Ground,BARE GROUND,Vernal Pool,2023
34521,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,edge,NA,1,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
75889,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,5,Festuca_perennis,NON-NATIVE COVER,Vernal Pool,2023
42284,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,1,Hordeum_brachyantherum_brachy.,NATIVE COVER,Vernal Pool,2023
75892,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,4,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
75887,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,41,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81873,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,1,Natural Thatch,THATCH,Vernal Pool,2023
75891,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,3,Plantago_coronopus,NON-NATIVE COVER,Vernal Pool,2023
75890,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,2,Plantago_lanceolata,NON-NATIVE COVER,Vernal Pool,2023
75888,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,4,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
42285,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,0,Left,transition,NA,2,Stipa_pulchra,NATIVE COVER,Vernal Pool,2023
3799,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,75,Bare Ground,BARE GROUND,Vernal Pool,2023
26810,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,1,Eleocharis_macrostachya,NATIVE COVER,Vernal Pool,2023
60294,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,2,Festuca_perennis,NON-NATIVE COVER,Vernal Pool,2023
60295,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,1,Medicago_polymorpha,NON-NATIVE COVER,Vernal Pool,2023
60293,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,14,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81872,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,5,Natural Thatch,THATCH,Vernal Pool,2023
60292,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,1,Plantago_lanceolata,NON-NATIVE COVER,Vernal Pool,2023
60291,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,2,Right,edge,NA,1,Polypogon_monspeliensis,NON-NATIVE COVER,Vernal Pool,2023
3801,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,6,Right,transition,NA,34,Bare Ground,BARE GROUND,Vernal Pool,2023
48500,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,6,Right,transition,NA,1,Cotula_coronopifolia,NON-NATIVE COVER,Vernal Pool,2023
15110,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,6,Right,transition,NA,18,Eryngium_vaseyi,NATIVE COVER,Vernal Pool,2023
15108,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,6,Right,transition,NA,2,Hordeum_brachyantherum_brachy.,NATIVE COVER,Vernal Pool,2023
48499,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,6,Right,transition,NA,38,Melilotus_indicus,NON-NATIVE COVER,Vernal Pool,2023
81874,2023-06-20,Johnny Alonzo,VP-05,major,ncos,31,15,6,Right,transition,NA,1,Natural Thatch,THATCH,Vernal Pool,2023
